0.50754,0.17819,0.46566,1.4298
0.0028199,0.74802,0.85807,6.6852
0.84697,0.7746,0.20517,2.366
0.34973,0.3307,0.59414,4.3775
0.67207,0.5898,0.74389,6.9171
0.17713,0.016091,0.073985,2.3543
0.9578,0.48894,0.99164,6.6055
0.4547,0.93666,0.31744,3.2092
0.56389,0.96839,0.89074,8.0818
0.066648,0.3947,0.28357,2.4828
0.78671,0.11034,0.6551,1.3171
0.282,0.55807,0.04364,2.3938
0.74112,0.29895,0.17721,1.8677
0.23802,0.86883,0.50687,4.7411
0.89266,0.65378,0.43333,3.2562
0.39771,0.20993,0.75955,4.6699
0.53788,0.69426,0.10103,3.0088
0.034785,0.13807,0.70806,3.5128
0.81466,0.35323,0.35326,1.6549
0.31971,0.78343,0.96461,9.5439
0.64188,0.042418,0.81456,2.6474
0.14464,0.59461,0.48477,4.6451
0.98995,0.87911,0.57503,3.7409
0.48524,0.45285,0.2487,1.771
0.59383,0.42112,0.5427,3.2292
0.098888,0.97335,0.15017,2.3543
0.7548,0.50037,0.78658,5.7982
0.2517,0.07415,0.39751,1.7998
0.71053,0.81517,0.26447,2.9852
0.20582,0.25899,0.93425,6.4513
0.92521,0.23231,0.00011619,2.3543
0.42797,0.66253,0.67421,8.0898
0.51713,0.8015,0.62899,6.6626
0.020385,0.37423,0.053145,2.3543
0.86471,0.15223,0.88559,3.7348
0.35951,0.70354,0.30532,4.6231
0.66214,0.46213,0.40771,2.7961
0.15953,0.89328,0.76857,6.604
0.94038,0.6156,0.17157,2.3543
0.44495,0.06048,0.5291,1.3814
0.58529,0.091247,0.19615,2.3003
0.080092,0.52234,0.61976,5.0136
0.80046,0.98654,0.44343,3.3863
0.30371,0.43137,0.8637,8.3855
0.71956,0.67278,0.98213,8.6957
0.22412,0.2455,0.34354,2.3133
0.87906,0.28096,0.72215,2.9564
0.37645,0.83225,0.079127,2.3543
0.54782,0.31653,0.8122,5.1901
0.052377,0.76531,0.38849,3.1984
0.83207,0.72995,0.54833,4.2684
0.32946,0.15719,0.12793,2.3509
0.63228,0.91566,0.026222,2.3543
0.12708,0.47087,0.6647,5.676
0.97221,0.0068201,0.26961,2.3543
0.47545,0.57564,0.91251,10.875
0.6154,0.54488,0.36276,4.2403
0.11279,0.10008,0.9385,5.441
0.7684,0.37761,0.12277,2.2258
0.27296,0.94642,0.70292,6.4289
0.68912,0.18795,0.58405,1.4741
0.19237,0.63669,0.22307,2.9649
0.91146,0.85858,0.83679,6.1322
0.40626,0.28577,0.47914,2.8045
0.50872,0.60855,0.86858,10.638
0.013408,0.03579,0.44831,2.2045
0.85554,0.43793,0.61683,3.5994
0.35281,0.88671,0.19323,2.4161
0.68694,0.1276,0.08986,2.3543
0.18186,0.69643,0.73289,7.2717
0.96442,0.79488,0.33085,2.454
0.46755,0.35009,0.96945,6.8499
0.57636,0.25682,0.30239,0.2283
0.073634,0.82563,0.88267,7.1791
0.7918,0.66567,0.058019,2.3543
0.29649,0.22087,0.63387,3.6253
0.74384,0.97998,0.51641,4.1629
0.24697,0.40717,0.15889,2.4848
0.90361,0.066557,0.7793,1.7445
0.39854,0.5153,0.41844,5.6988
0.5406,0.030959,0.69022,2.0911
0.043729,0.58227,0.11007,2.3543
0.82562,0.92277,0.94925,7.6086
0.32054,0.4955,0.37351,4.4338
0.65436,0.73652,0.4762,5.17
0.15163,0.18139,0.83385,5.0216
0.99504,0.34122,0.22796,2.3543
0.49973,0.77236,0.58894,6.9525
0.6087,0.86563,0.13868,2.3644
0.10362,0.31046,0.55908,3.6878
0.76143,0.21215,0.37578,0.87754
0.26456,0.64325,0.7995,8.3882
0.71172,0.40224,0.9174,6.3097
0.2164,0.95353,0.2745,2.3941
0.93378,0.5515,0.66176,4.3686
0.43105,0.12421,0.023289,2.3543
0.5301,0.48232,0.032887,1.7176
0.026879,0.91252,0.64435,4.6207
0.86932,0.56517,0.29627,2.4474
0.37449,0.008981,0.90344,4.0309
0.66535,0.7504,0.75466,7.4999
0.16799,0.32413,0.42844,3.0684
0.95086,0.17114,0.50981,1.3058
0.44626,0.72333,0.18014,3.5711
0.58599,0.62909,0.60684,6.9559
0.091165,0.20288,0.21787,2.3543
0.80952,0.29239,0.84732,4.2564
0.3063,0.84463,0.45492,4.8456
0.73394,0.10323,0.32037,1.5471
0.22935,0.53344,0.99458,9.2129
0.88618,0.94426,0.069093,2.3543
0.38881,0.38808,0.73901,6.2955
0.56219,0.9038,0.40043,4.2131
0.057601,0.4599,0.78951,5.8679
0.83919,0.04898,0.14529,2.3543
0.34182,0.61881,0.53783,6.7729
0.63298,0.36034,0.68689,4.139
0.13815,0.80805,0.012804,2.3543
0.98126,0.7184,0.92352,6.5088
0.47805,0.1447,0.25374,1.4093
0.6186,0.23893,0.95973,5.2163
0.12125,0.68666,0.34838,3.4199
0.77887,0.8398,0.71098,6.3982
0.27427,0.2661,0.10395,2.3419
0.70209,0.52457,0.23796,2.7556
0.19887,0.080712,0.5643,2.3405
0.91606,0.42817,0.49745,2.6467
0.42124,0.99804,0.82725,7.2454
0.50063,0.99333,0.2331,2.3861
0.0058046,0.42445,0.59064,4.0064
0.848,0.084424,0.46923,0.87892
0.34478,0.52929,0.83008,8.8512
0.67886,0.27017,0.94907,5.3767
0.17426,0.84292,0.3688,3.351
0.95689,0.68354,0.69246,4.6499
0.45953,0.23486,0.11661,2.0341
0.56882,0.1416,0.65866,2.2056
0.065605,0.71429,0.015646,2.3543
0.78371,0.81216,0.91867,8.3115
0.28888,0.36344,0.28007,2.6985
0.73631,0.62255,0.3819,3.8472
0.23895,0.053661,0.80218,3.4446
0.89553,0.45522,0.13464,2.3493
0.39094,0.90007,0.55824,5.4815
0.53305,0.38447,0.33309,0.95361
0.035691,0.9397,0.976,8.1644
0.81752,0.538,0.089696,2.3481
0.31293,0.10684,0.72817,3.3331
0.64683,0.84785,0.60986,6.3091
0.14362,0.29662,0.18947,2.3436
0.98697,0.19865,0.87372,3.2809
0.49214,0.62587,0.45,6.7678
0.6006,0.71914,0.77525,8.3086
0.09601,0.16789,0.41761,2.287
0.75388,0.32738,0.52253,2.291
0.25652,0.75459,0.16156,2.4715
0.70364,0.013578,0.059281,2.3543
0.20882,0.56876,0.63944,6.2221
0.92625,0.90893,0.2993,2.3543
0.42303,0.47772,0.87503,8.6149
0.52207,0.121,0.92817,4.6086
0.019338,0.54728,0.25396,2.39
0.86171,0.95776,0.68041,4.8452
0.3664,0.40546,0.010505,2.3221
0.65733,0.64687,0.14366,2.8631
0.16046,0.21672,0.53262,2.9707
0.94326,0.3059,0.40413,1.6633
0.43818,0.86201,0.79655,7.7552
0.57839,0.76777,0.49485,5.6559
0.083073,0.33764,0.82106,6.0258
0.80149,0.18498,0.23873,2.0856
0.29876,0.74111,0.5684,6.2748
0.72634,0.4997,0.71857,5.3898
0.22126,0.92602,0.1071,2.3543
0.87815,0.57901,0.95422,7.1261
0.38128,0.026759,0.34706,1.7413
0.55458,0.51122,0.51352,5.0965
0.049503,0.063425,0.18718,2.3543
0.83115,0.4103,0.75302,4.7512
0.33428,0.98405,0.42324,3.7913
0.6254,0.22558,0.28979,0.71527
0.13008,0.66937,0.90113,8.024
0.97325,0.82193,0.037538,2.3543
0.47052,0.25211,0.64458,3.0994
0.61057,0.34635,0.063588,1.9305
0.1137,0.79019,0.73767,6.3757
0.77126,0.70112,0.32795,3.2557
0.26617,0.13135,0.99774,5.5371
0.69407,0.88981,0.8481,7.3313
0.19134,0.44203,0.45902,4.2989
0.90847,0.031689,0.60423,0.83595
0.41316,0.60546,0.2117,4.4038
0.51561,0.28169,0.57328,2.8283
0.010408,0.85545,0.24361,2.3543
0.85449,0.63982,0.81814,6.4263
0.35775,0.19203,0.49193,2.1511
