0.49185,0.73394,0.98982,0.13307,5.2258
0.98726,0.16017,0.32025,0.68245,4.0119
0.1439,0.31332,0.74547,0.79344,8.3305
0.64654,0.76109,0.071417,0.2802,3.7155
0.31264,0.0020069,0.20408,0.89549,2.0534
0.81781,0.57178,0.59622,0.41252,2.533
0.035983,0.91928,0.467,0.047616,4.4384
0.53276,0.47544,0.85575,0.50227,2.9061
0.42332,0.3812,0.43101,0.31387,1.318
0.92596,0.95101,0.76088,0.86325,16.928
0.20852,0.54005,0.17928,0.72396,6.2787
0.70393,0.096251,0.50578,0.21072,1.4455
0.25681,0.85532,0.65253,0.59164,17.131
0.75359,0.28157,0.045214,0.10867,1.5101
0.095722,0.19191,0.89355,0.49405,4.8297
0.60089,0.6397,0.28175,0.9487,9.5339
0.45982,0.15536,0.57638,0.089138,2.7101
0.9566,0.70762,0.24638,0.60336,5.0692
0.17398,0.79717,0.81345,0.99949,5.3189
0.67915,0.37085,0.48684,0.45109,5.5816
0.34507,0.6119,0.35486,0.82029,6.6411
0.84771,0.05577,0.96205,0.36466,13.507
0.005513,0.4666,0.099183,0.22244,2.7783
0.50092,0.89674,0.71087,0.70444,8.7865
0.39065,0.99098,0.002919,0.39299,2.3543
0.89582,0.43487,0.67237,0.90722,3.829
0.23924,0.087502,0.26191,0.55305,3.8157
0.73602,0.51766,0.93585,0.0046517,21.44
0.2886,0.27662,0.78865,0.63948,17.158
0.784,0.82892,0.3964,0.18385,9.3617
0.065893,0.67588,0.54038,0.29192,5.2067
0.56853,0.2496,0.15152,0.77392,1.7006
0.47032,0.3567,0.16926,0.54616,2.7253
0.97345,0.7879,0.53046,0.029125,7.1421
0.13028,0.68955,0.40978,0.38622,10.005
0.6252,0.13436,0.76746,0.93157,1.5899
0.33408,0.87574,0.88304,0.30077,22.298
0.83134,0.44854,0.30691,0.7514,6.8476
0.049699,0.046487,0.63179,0.64821,10.499
0.55438,0.59773,0.051303,0.16145,4.4877
0.41336,0.50448,0.72031,0.97501,19.548
0.90828,0.077255,0.081932,0.45798,2.3235
0.19115,0.41777,0.98373,0.064787,13.036
0.69427,0.96901,0.34098,0.61014,6.3215
0.26638,0.22763,0.44232,0.24496,2.0045
0.77106,0.65879,0.86578,0.69559,5.3987
0.1135,0.81866,0.19751,0.84269,5.137
0.61077,0.26343,0.61744,0.35593,6.8607
0.43838,0.77915,0.27242,0.74636,8.7106
0.94306,0.3343,0.91069,0.20199,18.884
0.16026,0.17433,0.023656,0.3364,2.301
0.65753,0.74321,0.66628,0.8544,7.5126
0.3666,0.48471,0.55041,0.4697,8.2128
0.86152,0.93344,0.12685,0.95548,2.6773
0.019141,0.59278,0.80988,0.56717,4.6456
0.52227,0.02008,0.38982,0.11556,2.2493
0.38108,0.11334,0.83812,0.80217,1.2338
0.87835,0.56201,0.47681,0.2578,10.997
0.22146,0.9642,0.58296,0.14192,5.6648
0.72614,0.39145,0.22515,0.65992,4.7588
0.29856,0.64995,0.12435,0.040841,4.1485
0.80169,0.20509,0.70035,0.52662,2.6573
0.083273,0.30355,0.36094,0.8886,4.2736
0.57819,0.87242,0.94131,0.437,9.6509
0.49316,0.053536,0.32828,0.41977,0.57544
0.99772,0.62242,0.97103,0.90555,2.4302
0.15235,0.89994,0.092678,0.50967,2.4323
0.64974,0.4551,0.73106,0.058072,3.904
0.32763,0.71418,0.6145,0.67325,6.0218
0.82242,0.14147,0.19457,0.12887,1.6208
0.042486,0.36332,0.87066,0.27085,8.6769
0.54574,0.81204,0.44722,0.78886,7.8921
0.43568,0.8428,0.77821,0.098584,5.1578
0.93307,0.27005,0.42053,0.58436,3.1934
0.21374,0.23474,0.51775,0.93829,4.2178
0.7183,0.68342,0.15656,0.48668,3.2422
0.25941,0.42434,0.056191,0.86749,3.2979
0.76265,0.9932,0.63669,0.32311,4.7942
0.1068,0.52917,0.30398,0.21528,8.3133
0.6016,0.084303,0.8801,0.73329,4.6209
0.46242,0.56864,0.23003,0.37389,9.1448
0.96567,0.013457,0.58784,0.82451,5.6513
0.18505,0.4776,0.47389,0.71376,12.642
0.67985,0.90881,0.8352,0.227,9.7269
0.35742,0.16777,0.95204,0.59608,3.7052
0.85481,0.71901,0.37168,0.079049,8.6273
0.01073,0.75446,0.68767,0.44371,15.157
0.51529,0.32726,0.11166,0.98906,2.0069
0.40564,0.2965,0.66335,0.17965,14.635
0.90043,0.84773,0.020736,0.63028,2.3543
0.24574,0.62575,0.91556,0.76932,5.3806
0.74899,0.19853,0.2773,0.28256,2.7697
0.2899,0.93957,0.37713,0.91727,5.7972
0.79447,0.38434,0.79719,0.40024,5.6644
0.074343,0.10671,0.13758,0.0151,2.4179
0.57173,0.53787,0.56115,0.56045,15.004
0.48317,0.9259,0.5087,0.76059,13.128
0.98006,0.49958,0.18221,0.30496,2.7873
0.135,0.026636,0.75601,0.1708,7.535
0.64006,0.57889,0.42613,0.6528,6.8636
0.33716,0.33752,0.29444,0.021874,4.5235
0.83993,0.76765,0.90624,0.5361,5.6505
0.060294,0.74098,0.034479,0.92417,2.4057
0.55558,0.18486,0.6418,0.37576,1.9939
0.41418,0.2166,0.066542,0.69136,1.5667
0.91923,0.64675,0.7406,0.23573,4.6433
0.20008,0.86189,0.32317,0.35136,8.2548
0.69699,0.30577,0.99274,0.83336,5.3556
0.28087,0.54716,0.84501,0.46806,22.064
0.77616,0.12088,0.45626,0.98229,2.5186
0.12049,0.40534,0.6089,0.62056,4.2102
0.62325,0.95764,0.21677,0.072153,4.189
0.45288,0.44191,0.9251,0.96276,3.5235
0.94816,0.88969,0.25116,0.47979,3.1651
0.16725,0.60534,0.68507,0.12294,4.1823
0.67001,0.03157,0.015624,0.57759,2.2888
0.36742,0.79006,0.14663,0.19276,4.8648
0.87247,0.34622,0.53549,0.74214,3.0795
0.028077,0.13122,0.39933,0.84508,7.091
0.52498,0.70099,0.79159,0.33184,6.3313
0.38417,0.66925,0.49954,0.51657,4.7595
0.88693,0.22546,0.82615,0.033597,3.0353
0.23205,0.25199,0.23563,0.42655,4.3705
0.72734,0.82181,0.56563,0.8812,11.117
0.31141,0.063302,0.7138,0.262,2.4544
0.8083,0.51109,0.10212,0.81138,3.0239
0.087999,0.98393,0.95715,0.66452,22.456
0.59305,0.41018,0.34997,0.15127,7.8367
0.48507,0.40704,0.69528,0.72727,15.615
0.99012,0.97985,0.11479,0.21305,2.3918
0.14481,0.51517,0.94651,0.32474,4.8411
0.64171,0.066434,0.37038,0.87314,2.872
0.31954,0.82551,0.47131,0.48831,4.8016
0.81483,0.2567,0.82899,0.94394,6.3567
0.034951,0.22075,0.23078,0.57834,3.7624
0.53772,0.66555,0.59197,0.096351,4.8992
0.42814,0.6963,0.13597,0.78279,6.3404
0.92504,0.12748,0.55591,0.26857,0.93713
0.20565,0.34997,0.38081,0.13054,6.7366
0.7107,0.79475,0.80426,0.67894,12.738
0.25187,0.035671,0.92024,0.059744,3.6826
